PointYrID,Point,Year,MaxOfVisit,latitude,longitude,CWHR1,elevation,aspect,slope,SRI,southness,ShrubCov,TreeCov,BA,g30SNAGS,totSNAGS,MaxDBH,DisturbanceYear,TRT,Landscape,Clearcut,ndwi,tmn,tmx,dndwi,dtmn,dtmx,cwd
EL23C.S.2011,EL23C.S,2011,2,38.678035,-120.1936873,PPN,1840,69.8,32.45,-0.4034,0.3878,20,41,4.7,6,18,120,NA,Undisturbed,Modified,0,0.226,-2.13204,18.81,0.048,2.58395,-0.79,472.5
EL23C.S.2012,EL23C.S,2012,2,38.678035,-120.1936873,PPN,1840,69.8,32.45,-0.4034,0.3878,20,41,4.7,6,18,120,NA,Undisturbed,Modified,0,0.205,-0.82048,21.95,0.027,3.89551,2.35,693.67
EL23C.S.2013,EL23C.S,2013,2,38.678035,-120.1936873,PPN,1840,69.8,32.45,-0.4034,0.3878,20,41,4.7,6,18,120,NA,Undisturbed,Modified,0,0.251,-3.7236,23.58,0.073,0.99239,3.98,618.49
EL23C.S.2014,EL23C.S,2014,2,38.678035,-120.1936873,PPN,1840,69.8,32.45,-0.4034,0.3878,20,41,4.7,6,18,120,NA,Undisturbed,Modified,0,0.263,1.9171,23.43,0.085,6.63309,3.83,741.72
EL23C.S.2015,EL23C.S,2015,1,38.678035,-120.1936873,PPN,1840,69.8,32.45,-0.4034,0.3878,20,41,4.7,6,18,120,NA,Undisturbed,Modified,0,0.242,1.04801,24.78,0.064,5.764,5.18,730.1
EL23C.S.2016,EL23C.S,2016,2,38.678035,-120.1936873,PPN,1840,69.8,32.45,-0.4034,0.3878,20,41,4.7,6,18,120,NA,Undisturbed,Modified,0,0.265,-2.05329,23.84,0.087,2.6627,4.24,679.92
EL23C.S.2017,EL23C.S,2017,0,38.678035,-120.1936873,PPN,1840,69.8,32.45,-0.4034,0.3878,20,41,4.7,6,18,120,NA,Undisturbed,Modified,0,0.206,-3.7938,21.92379,0.028,0.92219,2.32379,617.04
EL23C.S.2019,EL23C.S,2019,0,38.678035,-120.1936873,PPN,1840,69.8,32.45,-0.4034,0.3878,20,41,4.7,6,18,120,NA,Undisturbed,Modified,0,0.183,-0.7051,22.03223,0.005,4.01089,2.43223,779.72
EL23C.W.2010,EL23C.W,2010,2,38.68027946,-120.1965701,SMC,1786,256.07,13.77,0.8074,0.5774,15,26,12,5,8,68,NA,Undisturbed,Modified,0,0.157,-2.48188,20.98,-0.018,1.96778,0.78,489.8
EL23C.W.2011,EL23C.W,2011,2,38.68027946,-120.1965701,SMC,1786,256.07,13.77,0.8074,0.5774,15,26,12,5,8,68,NA,Undisturbed,Modified,0,0.204,-1.88748,19.2,0.029,2.56218,-1,406.7
EL23C.W.2012,EL23C.W,2012,2,38.68027946,-120.1965701,SMC,1786,256.07,13.77,0.8074,0.5774,15,26,12,5,8,68,NA,Undisturbed,Modified,0,0.159,-0.59385,22.37,-0.016,3.85581,2.17,620.71
EL23C.W.2013,EL23C.W,2013,2,38.68027946,-120.1965701,SMC,1786,256.07,13.77,0.8074,0.5774,15,26,12,5,8,68,NA,Undisturbed,Modified,0,0.161,-3.46047,24.01,-0.014,0.98919,3.81,548.34
EL23C.W.2014,EL23C.W,2014,2,38.68027946,-120.1965701,SMC,1786,256.07,13.77,0.8074,0.5774,15,26,12,5,8,68,NA,Undisturbed,Modified,0,0.147,2.2079,23.88,-0.028,6.65756,3.68,680.72
EL23C.W.2015,EL23C.W,2015,1,38.68027946,-120.1965701,SMC,1786,256.07,13.77,0.8074,0.5774,9.5,28.5,15.3,15,19.5,125,NA,Undisturbed,Modified,0,0.162,1.30742,25.24,-0.013,5.75708,5.04,658.09
EL23C.W.2016,EL23C.W,2016,2,38.68027946,-120.1965701,SMC,1786,256.07,13.77,0.8074,0.5774,4,31,18.6,25,31,182,NA,Undisturbed,Modified,0,0.15,-1.76698,24.27,-0.025,2.68269,4.07,611.64
EL23C.W.2017,EL23C.W,2017,0,38.68027946,-120.1965701,SMC,1786,256.07,13.77,0.8074,0.5774,4,31,18.6,25,31,182,NA,Undisturbed,Modified,0,0.171,-3.53291,22.2699,-0.004,0.91675,2.0699,597
EL23C.W.2019,EL23C.W,2019,0,38.68027946,-120.1965701,SMC,1786,256.07,13.77,0.8074,0.5774,4,31,18.6,25,31,182,NA,Undisturbed,Modified,0,0.192,-0.40985,22.40339,0.017,4.03981,2.20339,661.3
EL23D.C.2010,EL23D.C,2010,1,38.68055725,-120.205181,SMC,1864,62.34,24.44,0.5054,0.3463,10,53,12.3,5,15,90,NA,Undisturbed,Modified,0,0.152,-2.66796,20.23,-0.054,2.11101,1.03,528.2
EL23D.C.2011,EL23D.C,2011,2,38.68055725,-120.205181,SMC,1864,62.34,24.44,0.5054,0.3463,10,53,12.3,5,15,90,NA,Undisturbed,Modified,0,0.177,-2.13358,18.54,-0.029,2.64539,-0.66,394.3
EL23D.C.2012,EL23D.C,2012,2,38.68055725,-120.205181,SMC,1864,62.34,24.44,0.5054,0.3463,10,53,12.3,5,15,90,NA,Undisturbed,Modified,0,0.145,-0.85435,21.68,-0.061,3.92462,2.48,670.58
EL23D.C.2013,EL23D.C,2013,2,38.68055725,-120.205181,SMC,1864,62.34,24.44,0.5054,0.3463,10,53,12.3,5,15,90,NA,Undisturbed,Modified,0,0.174,-3.74867,23.32,-0.032,1.0303,4.12,596.58
EL23D.C.2014,EL23D.C,2014,2,38.68055725,-120.205181,SMC,1864,62.34,24.44,0.5054,0.3463,10,53,12.3,5,15,90,NA,Undisturbed,Modified,0,0.221,1.87225,23.14,0.015,6.65121,3.94,721.89
EL23D.C.2015,EL23D.C,2015,1,38.68055725,-120.205181,SMC,1864,62.34,24.44,0.5054,0.3463,9.3,43.5,15.1,7.8,16,91.5,NA,Undisturbed,Modified,0,0.199,1.03726,24.51,-0.007,5.81623,5.31,703.26
EL23D.C.2016,EL23D.C,2016,2,38.68055725,-120.205181,SMC,1864,62.34,24.44,0.5054,0.3463,8.5,34,17.8,10.5,17,93,NA,Undisturbed,Modified,0,0.205,-2.07262,23.59,-0.001,2.70635,4.39,658.15
EL23D.C.2017,EL23D.C,2017,0,38.68055725,-120.205181,SMC,1864,62.34,24.44,0.5054,0.3463,8.5,34,17.8,10.5,17,93,NA,Undisturbed,Modified,0,0.187,-3.7979,21.88874,-0.019,0.98107,2.68874,556.8
EL23D.C.2019,EL23D.C,2019,0,38.68055725,-120.205181,SMC,1864,62.34,24.44,0.5054,0.3463,8.5,34,17.8,10.5,17,93,NA,Undisturbed,Modified,0,0.24,-0.72262,21.97926,0.034,4.05635,2.77926,611.57
EL23D.E.2010,EL23D.E,2010,1,38.68048859,-120.2023102,SMC,1801,62.65,24.01,0.5697,0.348,8,48,11.3,3,8,125,NA,Undisturbed,Modified,0,0.198,-2.49108,20.61,-0.04,1.99598,0.9,534.6
EL23D.E.2011,EL23D.E,2011,2,38.68048859,-120.2023102,SMC,1801,62.65,24.01,0.5697,0.348,8,48,11.3,3,8,125,NA,Undisturbed,Modified,0,0.223,-1.90114,18.87,-0.015,2.58593,-0.84,397.7
EL23D.E.2012,EL23D.E,2012,2,38.68048859,-120.2023102,SMC,1801,62.65,24.01,0.5697,0.348,8,48,11.3,3,8,125,NA,Undisturbed,Modified,0,0.224,-0.61753,22.03,-0.014,3.86954,2.32,674.41
EL23D.E.2013,EL23D.E,2013,2,38.68048859,-120.2023102,SMC,1801,62.65,24.01,0.5697,0.348,8,48,11.3,3,8,125,NA,Undisturbed,Modified,0,0.241,-3.48075,23.66,0.003,1.00632,3.95,601.26
EL23D.E.2014,EL23D.E,2014,2,38.68048859,-120.2023102,SMC,1801,62.65,24.01,0.5697,0.348,8,48,11.3,3,8,125,NA,Undisturbed,Modified,0,0.251,2.18011,23.51,0.013,6.66717,3.8,730.17
EL23D.E.2015,EL23D.E,2015,1,38.68048859,-120.2023102,SMC,1801,62.65,24.01,0.5697,0.348,5.5,43,15.1,7.5,13.5,125,NA,Undisturbed,Modified,0,0.24,1.29972,24.88,0.002,5.78678,5.17,715.19
EL23D.E.2016,EL23D.E,2016,2,38.68048859,-120.2023102,SMC,1801,62.65,24.01,0.5697,0.348,3,38,18.8,12,19,125,NA,Undisturbed,Modified,0,0.237,-1.76981,23.93,-0.001,2.71726,4.22,663.63
EL23D.E.2017,EL23D.E,2017,0,38.68048859,-120.2023102,SMC,1801,62.65,24.01,0.5697,0.348,3,38,18.8,12,19,125,NA,Undisturbed,Modified,0,0.221,-3.52659,22.2619,-0.017,0.96048,2.55191,576.75
EL23D.E.2019,EL23D.E,2019,0,38.68048859,-120.2023102,SMC,1801,62.65,24.01,0.5697,0.348,3,38,18.8,12,19,125,NA,Undisturbed,Modified,0,0.257,-0.41554,22.38887,0.019,4.07153,2.67887,633.28
EL23D.N.2010,EL23D.N,2010,1,38.68280745,-120.2050934,WFR,1817,36.29,25.97,0.8016,0.2016,3,62.5,16.7,6,14,99,NA,Undisturbed,Modified,0,0.326,-2.61381,20.83,-0.055,2.09422,1.13,445
EL23D.N.2011,EL23D.N,2011,2,38.68280745,-120.2050934,WFR,1817,36.29,25.97,0.8016,0.2016,3,62.5,16.7,6,14,99,NA,Undisturbed,Modified,0,0.335,-2.01263,19.01,-0.046,2.6954,-0.69,337.3
EL23D.N.2012,EL23D.N,2012,2,38.68280745,-120.2050934,WFR,1817,36.29,25.97,0.8016,0.2016,3,62.5,16.7,6,14,99,NA,Undisturbed,Modified,0,0.353,-0.74265,22.17,-0.028,3.96539,2.47,573.62
EL23D.N.2013,EL23D.N,2013,2,38.68280745,-120.2050934,WFR,1817,36.29,25.97,0.8016,0.2016,3,62.5,16.7,6,14,99,NA,Undisturbed,Modified,0,0.364,-3.62233,23.82,-0.017,1.0857,4.12,506.02
EL23D.N.2014,EL23D.N,2014,2,38.68280745,-120.2050934,WFR,1817,36.29,25.97,0.8016,0.2016,3,62.5,16.7,6,14,99,NA,Undisturbed,Modified,0,0.381,2.01798,23.67,0,6.72601,3.97,637.43
EL23D.N.2015,EL23D.N,2015,1,38.68280745,-120.2050934,WFR,1817,36.29,25.97,0.8016,0.2016,3.3,48.5,19.5,6,16.3,114.3,NA,Undisturbed,Modified,0,0.39,1.17254,25.04,0.009,5.88057,5.34,591.72
EL23D.N.2016,EL23D.N,2016,2,38.68280745,-120.2050934,WFR,1817,36.29,25.97,0.8016,0.2016,3.5,34.5,22.3,6,18.5,129.5,NA,Undisturbed,Modified,0,0.382,-1.92688,24.08,0.001,2.78115,4.38,567.75
EL23D.N.2017,EL23D.N,2017,0,38.68280745,-120.2050934,WFR,1817,36.29,25.97,0.8016,0.2016,3.5,34.5,22.3,6,18.5,129.5,NA,Undisturbed,Modified,0,0.321,-3.66233,22.06376,-0.06,1.0457,2.36376,576.47
EL23D.N.2019,EL23D.N,2019,0,38.68280745,-120.2050934,WFR,1817,36.29,25.97,0.8016,0.2016,3.5,34.5,22.3,6,18.5,129.5,NA,Undisturbed,Modified,0,0.306,-0.57687,22.16923,-0.075,4.13117,2.46923,632.69
EL23D.S.2010,EL23D.S,2010,1,38.67830694,-120.2052685,SMC,1877,87.01,12.62,0.5702,0.4834,5,34,14.7,25,28,95,NA,Undisturbed,Modified,0,0.122,-2.69034,20.27,-0.041,2.09173,0.92,528.7
EL23D.S.2011,EL23D.S,2011,2,38.67830694,-120.2052685,SMC,1877,87.01,12.62,0.5702,0.4834,5,34,14.7,25,28,95,NA,Undisturbed,Modified,0,0.137,-2.17321,18.53,-0.026,2.60886,-0.82,394.2
EL23D.S.2012,EL23D.S,2012,2,38.67830694,-120.2052685,SMC,1877,87.01,12.62,0.5702,0.4834,5,34,14.7,25,28,95,NA,Undisturbed,Modified,0,0.093,-0.88472,21.67,-0.07,3.89735,2.32,670.27
EL23D.S.2013,EL23D.S,2013,2,38.67830694,-120.2052685,SMC,1877,87.01,12.62,0.5702,0.4834,5,34,14.7,25,28,95,NA,Undisturbed,Modified,0,0.112,-3.78496,23.3,-0.051,0.99711,3.95,596.55
EL23D.S.2014,EL23D.S,2014,2,38.67830694,-120.2052685,SMC,1877,87.01,12.62,0.5702,0.4834,5,34,14.7,25,28,95,NA,Undisturbed,Modified,0,0.127,1.82932,23.13,-0.036,6.61139,3.78,721.99
EL23D.S.2015,EL23D.S,2015,1,38.67830694,-120.2052685,SMC,1877,87.01,12.62,0.5702,0.4834,4.8,32,15.3,25,32.5,87,NA,Undisturbed,Modified,0,0.099,1.00899,24.5,-0.064,5.79107,5.15,703.09
EL23D.S.2016,EL23D.S,2016,2,38.67830694,-120.2052685,SMC,1877,87.01,12.62,0.5702,0.4834,4.5,30,16,25,37,79,NA,Undisturbed,Modified,0,0.089,-2.11986,23.58,-0.074,2.66222,4.23,658.27
EL23D.S.2017,EL23D.S,2017,0,38.67830694,-120.2052685,SMC,1877,87.01,12.62,0.5702,0.4834,4.5,30,16,25,37,79,NA,Undisturbed,Modified,0,0.099,-3.83496,21.8335,-0.064,0.94711,2.4835,590.21
EL23D.S.2019,EL23D.S,2019,0,38.67830694,-120.2052685,SMC,1877,87.01,12.62,0.5702,0.4834,4.5,30,16,25,37,79,NA,Undisturbed,Modified,0,0.187,-0.76986,21.91779,0.024,4.01222,2.56779,646.93
EL23D.W.2010,EL23D.W,2010,1,38.6806258,-120.2080518,SMC,1857,288.91,11.09,0.4718,0.3949,20,62.5,15.7,1,9,100,NA,Undisturbed,Modified,0,0.234,-2.6838,20.23,-0.047,2.17687,1.03,528.2
EL23D.W.2011,EL23D.W,2011,2,38.6806258,-120.2080518,SMC,1857,288.91,11.09,0.4718,0.3949,20,62.5,15.7,1,9,100,NA,Undisturbed,Modified,0,0.238,-2.20851,18.54,-0.043,2.65216,-0.66,394.3
EL23D.W.2012,EL23D.W,2012,2,38.6806258,-120.2080518,SMC,1857,288.91,11.09,0.4718,0.3949,20,62.5,15.7,1,9,100,NA,Undisturbed,Modified,0,0.22,-0.92958,21.68,-0.061,3.93109,2.48,670.58
EL23D.W.2013,EL23D.W,2013,2,38.6806258,-120.2080518,SMC,1857,288.91,11.09,0.4718,0.3949,20,62.5,15.7,1,9,100,NA,Undisturbed,Modified,0,0.253,-3.83838,23.32,-0.028,1.02229,4.12,596.58
EL23D.W.2014,EL23D.W,2014,2,38.6806258,-120.2080518,SMC,1857,288.91,11.09,0.4718,0.3949,20,62.5,15.7,1,9,100,NA,Undisturbed,Modified,0,0.214,1.76829,23.14,-0.067,6.62896,3.94,721.89
EL23D.W.2015,EL23D.W,2015,1,38.6806258,-120.2080518,SMC,1857,288.91,11.09,0.4718,0.3949,13.5,44.8,17.4,5,12.5,144,NA,Undisturbed,Modified,0,0.239,0.95269,24.51,-0.042,5.81336,5.31,703.26
EL23D.W.2016,EL23D.W,2016,2,38.6806258,-120.2080518,SMC,1857,288.91,11.09,0.4718,0.3949,7,27,19.2,9,16,188,NA,Undisturbed,Modified,0,0.235,-2.17671,23.59,-0.046,2.68396,4.39,658.15
EL23D.W.2017,EL23D.W,2017,0,38.6806258,-120.2080518,SMC,1857,288.91,11.09,0.4718,0.3949,7,27,19.2,9,16,188,NA,Undisturbed,Modified,0,0.261,-3.88338,21.75569,-0.02,0.97729,2.55569,600.52
EL23D.W.2019,EL23D.W,2019,0,38.6806258,-120.2080518,SMC,1857,288.91,11.09,0.4718,0.3949,7,27,19.2,9,16,188,NA,Undisturbed,Modified,0,0.254,-0.82671,21.8313,-0.027,4.03396,2.6313,658.56
EL24A.C.2010,EL24A.C,2010,2,38.54513144,-120.2967194,WFR,1880,17.2,27.42,0.0376,0.0956,45,24,8.3,2,4,65,NA,Undisturbed,Modified,0,0.282,0.37818,21.36,-0.015,3.03376,0.37,492.5
EL24A.C.2011,EL24A.C,2011,2,38.54513144,-120.2967194,WFR,1880,17.2,27.42,0.0376,0.0956,45,24,8.3,2,4,65,NA,Undisturbed,Modified,0,0.271,-1.10239,18.76,-0.026,1.5532,-2.23,377
EL24A.C.2012,EL24A.C,2012,2,38.54513144,-120.2967194,WFR,1880,17.2,27.42,0.0376,0.0956,45,24,8.3,2,4,65,NA,Undisturbed,Modified,0,0.307,0.20574,22.45,0.01,2.86132,1.46,604.28
EL24A.C.2013,EL24A.C,2013,2,38.54513144,-120.2967194,WFR,1880,17.2,27.42,0.0376,0.0956,45,24,8.3,2,4,65,NA,Undisturbed,Modified,0,0.333,-2.9233,23.97,0.036,-0.26771,2.98,547.21
EL24A.C.2014,EL24A.C,2014,1,38.54513144,-120.2967194,WFR,1880,17.2,27.42,0.0376,0.0956,27,25,11.4,2,5.5,65,NA,Undisturbed,Modified,0,0.368,2.61391,24,0.071,5.2695,3.01,681.26
EL24A.C.2015,EL24A.C,2015,2,38.54513144,-120.2967194,WFR,1880,17.2,27.42,0.0376,0.0956,9,26,14.4,4,7,85,NA,Undisturbed,Modified,0,0.167,1.41249,25.06,-0.13,4.06808,4.07,662.31
EL24A.C.2016,EL24A.C,2016,1,38.54513144,-120.2967194,WFR,1880,17.2,27.42,0.0376,0.0956,9,26,14.4,6,7,85,NA,Undisturbed,Modified,0,0.185,-1.69878,24.16,-0.112,0.95681,3.17,599.49
EL24A.C.2017,EL24A.C,2017,0,38.54513144,-120.2967194,WFR,1880,17.2,27.42,0.0376,0.0956,9,26,14.4,6,7,85,NA,Undisturbed,Modified,0,0.209,-3.21726,22.42671,-0.088,-0.56167,1.43671,626.4
EL24A.C.2019,EL24A.C,2019,0,38.54513144,-120.2967194,WFR,1880,17.2,27.42,0.0376,0.0956,9,26,14.4,6,7,85,NA,Undisturbed,Modified,0,0.189,-0.32218,21.8401,-0.108,2.33341,0.85011,694.5
EL24A.E.2010,EL24A.E,2010,2,38.54513844,-120.2938478,SMC,1839,49.06,29.66,-0.5133,0.2726,10,40,12.3,13,21,115,NA,Undisturbed,Modified,0,0.283,0.32955,21.32,-0.003,3.03876,0.3,495.1
EL24A.E.2011,EL24A.E,2011,2,38.54513844,-120.2938478,SMC,1839,49.06,29.66,-0.5133,0.2726,10,40,12.3,13,21,115,NA,Undisturbed,Modified,0,0.266,-1.01353,18.73,-0.02,1.69568,-2.29,378.2
EL24A.E.2012,EL24A.E,2012,2,38.54513844,-120.2938478,SMC,1839,49.06,29.66,-0.5133,0.2726,10,40,12.3,13,21,115,NA,Undisturbed,Modified,0,0.329,0.28936,22.42,0.043,2.99857,1.4,606.66
EL24A.E.2013,EL24A.E,2013,2,38.54513844,-120.2938478,SMC,1839,49.06,29.66,-0.5133,0.2726,10,40,12.3,13,21,115,NA,Undisturbed,Modified,0,0.354,-2.82733,23.94,0.068,-0.11811,2.92,549.55
EL24A.E.2014,EL24A.E,2014,1,38.54513844,-120.2938478,SMC,1839,49.06,29.66,-0.5133,0.2726,11,40,13.5,4,4,127,NA,NA,Modified,0,0.227,2.70093,23.97,-0.059,5.41014,2.95,683.68
EL24A.E.2015,EL24A.E,2015,2,38.54513844,-120.2938478,WFR,1839,49.06,29.66,-0.5133,0.2726,12,23,14.6,4,4,127,2014,Managed,Modified,0,0.205,1.49337,25.01,-0.081,4.20258,3.99,664.79
EL24A.E.2016,EL24A.E,2016,1,38.54513844,-120.2938478,WFR,1839,49.06,29.66,-0.5133,0.2726,12,23,14.6,4,4,127,2014,Managed,Modified,0,0.253,-1.58182,24.12,-0.033,1.12739,3.1,601.2
EL24A.E.2017,EL24A.E,2017,0,38.54513844,-120.2938478,WFR,1839,49.06,29.66,-0.5133,0.2726,12,23,14.6,4,4,127,2014,Managed,Modified,0,0.248,-3.10029,22.58873,-0.038,-0.39108,1.56873,633.32
EL24A.E.2019,EL24A.E,2019,0,38.54513844,-120.2938478,WFR,1839,49.06,29.66,-0.5133,0.2726,12,23,14.6,4,4,127,2014,Managed,Modified,0,0.238,-0.20583,22.00738,-0.048,2.50338,0.98738,705.36
EL24A.N.2010,EL24A.N,2010,2,38.54738045,-120.2967284,WFR,1875,134.57,30.08,0.0672,0.7476,12,36.8,17.7,14,19,93,NA,Undisturbed,Modified,0,0.134,0.29832,21.27,0.01,3.00454,0.32,491.6
EL24A.N.2011,EL24A.N,2011,2,38.54738045,-120.2967284,WFR,1875,134.57,30.08,0.0672,0.7476,12,36.8,17.7,14,19,93,NA,Undisturbed,Modified,0,0.13,-1.09308,18.7,0.006,1.61314,-2.25,360.1
EL24A.N.2012,EL24A.N,2012,2,38.54738045,-120.2967284,WFR,1875,134.57,30.08,0.0672,0.7476,12,36.8,17.7,14,19,93,NA,Undisturbed,Modified,0,0.131,0.20393,22.38,0.007,2.91014,1.43,604.8
EL24A.N.2013,EL24A.N,2013,2,38.54738045,-120.2967284,WFR,1875,134.57,30.08,0.0672,0.7476,12,36.8,17.7,14,19,93,NA,Undisturbed,Modified,0,0.194,-2.90981,23.9,0.07,-0.20359,2.95,547.61
EL24A.N.2014,EL24A.N,2014,1,38.54738045,-120.2967284,WFR,1875,134.57,30.08,0.0672,0.7476,18.5,36.8,15,4,10,111,NA,NA,Modified,0,0.091,2.62224,23.93,-0.033,5.32846,2.98,681.5
EL24A.N.2015,EL24A.N,2015,2,38.54738045,-120.2967284,WFR,1875,134.57,30.08,0.0672,0.7476,25,35,12.4,4,10,111,2014,Managed,Modified,0,0.071,1.42454,24.96,-0.053,4.13075,4.01,661.85
EL24A.N.2016,EL24A.N,2016,1,38.54738045,-120.2967284,WFR,1875,134.57,30.08,0.0672,0.7476,25,35,12.4,4,10,111,2014,Managed,Modified,0,0.034,-1.67329,24.07,-0.09,1.03292,3.12,599.42
EL24A.N.2017,EL24A.N,2017,0,38.54738045,-120.2967284,WFR,1875,134.57,30.08,0.0672,0.7476,25,35,12.4,4,10,111,2014,Managed,Modified,0,0.063,-3.19454,22.46148,-0.061,-0.48833,1.51148,664.55
EL24A.N.2019,EL24A.N,2019,0,38.54738045,-120.2967284,WFR,1875,134.57,30.08,0.0672,0.7476,25,35,12.4,4,10,111,2014,Managed,Modified,0,0.056,-0.2985,21.87719,-0.068,2.40771,0.92719,744.72
EL24A.S.2010,EL24A.S,2010,2,38.54288242,-120.2967104,JPN,1941,78.38,17.5,-0.1906,0.4354,20,12,4.7,1,9,75,NA,Undisturbed,Modified,0,-0.054,0.48203,21.06,-0.13,3.07446,0.21,518.8
EL24A.S.2011,EL24A.S,2011,2,38.54288242,-120.2967104,JPN,1941,78.38,17.5,-0.1906,0.4354,20,12,4.7,1,9,75,NA,Undisturbed,Modified,0,-0.049,-1.17913,18.45,-0.125,1.4133,-2.4,338.3
EL24A.S.2012,EL24A.S,2012,2,38.54288242,-120.2967104,JPN,1941,78.38,17.5,-0.1906,0.4354,20,12,4.7,1,9,75,NA,Undisturbed,Modified,0,-0.033,0.14289,22.15,-0.109,2.73533,1.3,634.98
EL24A.S.2013,EL24A.S,2013,2,38.54288242,-120.2967104,JPN,1941,78.38,17.5,-0.1906,0.4354,20,12,4.7,1,9,75,NA,Undisturbed,Modified,0,0.032,-3.0051,23.67,-0.044,-0.41267,2.82,578
EL24A.S.2014,EL24A.S,2014,1,38.54288242,-120.2967104,JPN,1941,78.38,17.5,-0.1906,0.4354,25,20,5.4,2.5,15.5,85.5,NA,Undisturbed,Modified,0,0.069,2.5349,23.67,-0.007,5.12733,2.82,713.3
EL24A.S.2015,EL24A.S,2015,2,38.54288242,-120.2967104,SMC,1941,78.38,17.5,-0.1906,0.4354,30,28,6.2,4,22,96,NA,Undisturbed,Modified,0,0.084,1.33552,24.67,0.008,3.92795,3.82,693.26
EL24A.S.2016,EL24A.S,2016,1,38.54288242,-120.2967104,SMC,1941,78.38,17.5,-0.1906,0.4354,30,28,6.2,4,22,96,NA,Undisturbed,Modified,0,0.107,-1.81189,23.8,0.031,0.78054,2.95,629.77
EL24A.S.2017,EL24A.S,2017,0,38.54288242,-120.2967104,SMC,1941,78.38,17.5,-0.1906,0.4354,30,28,6.2,4,22,96,NA,Undisturbed,Modified,0,0.081,-3.32067,22.27351,0.005,-0.72824,1.42351,635.86
EL24A.S.2019,EL24A.S,2019,0,38.54288242,-120.2967104,SMC,1941,78.38,17.5,-0.1906,0.4354,30,28,6.2,4,22,96,NA,Undisturbed,Modified,0,0.058,-0.42664,21.68876,-0.018,2.16579,0.83876,736.41
EL24A.W.2010,EL24A.W,2010,2,38.54512436,-120.299591,WFR,1916,66.81,29.44,-0.9462,0.3712,10,29,19,11,14,138,NA,Undisturbed,Modified,0,0.193,0.51258,21.1,-0.012,3.06865,0.24,491.3
EL24A.W.2011,EL24A.W,2011,2,38.54512436,-120.299591,WFR,1916,66.81,29.44,-0.9462,0.3712,10,29,19,11,14,138,NA,Undisturbed,Modified,0,0.218,-1.28716,18.48,0.013,1.26891,-2.38,313.1
EL24A.W.2012,EL24A.W,2012,2,38.54512436,-120.299591,WFR,1916,66.81,29.44,-0.9462,0.3712,10,29,19,11,14,138,NA,Undisturbed,Modified,0,0.239,0.03566,22.17,0.034,2.59173,1.31,607.43
EL24A.W.2013,EL24A.W,2013,2,38.54512436,-120.299591,WFR,1916,66.81,29.44,-0.9462,0.3712,10,29,19,11,14,138,NA,Undisturbed,Modified,0,0.257,-3.113,23.69,0.052,-0.55692,2.83,551.03
EL24A.W.2014,EL24A.W,2014,1,38.54512436,-120.299591,WFR,1916,66.81,29.44,-0.9462,0.3712,11,42,22.2,10.5,14.5,137.5,NA,Undisturbed,Modified,0,0.29,2.43101,23.69,0.085,4.98709,2.83,683.81
EL24A.W.2015,EL24A.W,2015,2,38.54512436,-120.299591,WFR,1916,66.81,29.44,-0.9462,0.3712,12,55,25.4,10,15,137,NA,Undisturbed,Modified,0,0.091,1.25988,24.71,-0.114,3.81595,3.85,662.84
EL24A.W.2016,EL24A.W,2016,1,38.54512436,-120.299591,WFR,1916,66.81,29.44,-0.9462,0.3712,12,55,25.4,10,15,137,NA,Undisturbed,Modified,0,0.101,-1.924,23.83,-0.104,0.63207,2.97,602.3
EL24A.W.2017,EL24A.W,2017,0,38.54512436,-120.299591,WFR,1916,66.81,29.44,-0.9462,0.3712,12,55,25.4,10,15,137,NA,Undisturbed,Modified,0,0.099,-3.4329,22.11898,-0.106,-0.87683,1.25898,639.48
EL24A.W.2019,EL24A.W,2019,0,38.54512436,-120.299591,WFR,1916,66.81,29.44,-0.9462,0.3712,12,55,25.4,10,15,137,NA,Undisturbed,Modified,0,0.039,-0.54369,21.52945,-0.166,2.01239,0.66945,719.93
EL24B.C.2010,EL24B.C,2010,2,38.53610668,-120.3081685,SMC,1841,268.08,12.32,0.4672,0.5106,30,30,7,5,8,95,2009,LSF,Modified,1,0.27,0.56576,21.44,0.004,3.05806,0.23,518.7
EL24B.C.2011,EL24B.C,2011,2,38.53610668,-120.3081685,SMC,1841,268.08,12.32,0.4672,0.5106,30,30,7,5,8,95,2009,LSF,Modified,1,0.186,-0.91511,18.88,-0.08,1.57719,-2.33,406.5
EL24B.C.2012,EL24B.C,2012,2,38.53610668,-120.3081685,SMC,1841,268.08,12.32,0.4672,0.5106,30,30,7,5,8,95,2009,LSF,Modified,1,0.186,0.40317,22.6,-0.08,2.89547,1.39,638.76
EL24B.C.2013,EL24B.C,2013,2,38.53610668,-120.3081685,SMC,1841,268.08,12.32,0.4672,0.5106,30,30,7,5,8,95,2009,LSF,Modified,1,0.254,-2.70396,24.12,-0.012,-0.21166,2.91,578.32
EL24B.C.2014,EL24B.C,2014,1,38.53610668,-120.3081685,SMC,1841,268.08,12.32,0.4672,0.5106,30,30,7,5,8,95,2009,LSF,Modified,1,0.286,2.83389,24.16,0.02,5.32618,2.95,718.97
EL24B.C.2015,EL24B.C,2015,2,38.53610668,-120.3081685,SMC,1841,268.08,12.32,0.4672,0.5106,30,30,7,5,8,95,2009,LSF,Modified,1,0.25,1.55598,25.16,-0.016,4.04827,3.95,699.27
